Error_Rate (%),Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
0.65,02-01-2024 03:59,02-01-2024 03:59,65.6,578,2364,5.18,849,Enterprise DB,1928,776.37,Low,Priority-Based,Dynamic
0.53,02-01-2024 04:00,02-01-2024 04:00,37.69,3623,1285,4.12,20,Enterprise DB,1994,304.89,Low,Round Robin,Dynamic
2.16,02-01-2024 04:01,02-01-2024 04:01,88.05,1397,2549,2.26,981,Cloud,2979,83.81,Medium,ASB-Dynamic-CapsNet,Static
1.39,02-01-2024 04:02,02-01-2024 04:02,61.28,7564,3633,3.88,681,Cloud,2817,184.74,Low,FCFS,Static
0.83,02-01-2024 04:03,02-01-2024 04:03,75.8,5376,4470,3.71,269,Enterprise DB,3433,101.93,Medium,Priority-Based,Static
2.56,02-01-2024 04:04,02-01-2024 04:04,20.6,725,4401,5.24,402,IoT,3590,250.98,Medium,Round Robin,Dynamic
3.92,02-01-2024 04:05,02-01-2024 04:05,78.96,5670,3444,6.91,609,Cloud,443,464.94,Low,FCFS,Dynamic
3.67,02-01-2024 04:06,02-01-2024 04:06,83.82,1709,966,9.7,378,Enterprise DB,2906,907.74,High,FCFS,Dynamic
1.25,02-01-2024 04:07,02-01-2024 04:07,48.96,5653,192,1.87,193,IoT,2969,873.3,Medium,Round Robin,Dynamic
1.32,02-01-2024 04:08,02-01-2024 04:08,58.5,5398,3278,8.79,25,Enterprise DB,2668,721.41,Medium,ASB-Dynamic-CapsNet,Static
3.66,02-01-2024 04:09,02-01-2024 04:09,71.18,5337,1451,3.2,986,Cloud,681,33.87,Medium,Priority-Based,Static
2.79,02-01-2024 04:10,02-01-2024 04:10,23.99,2678,464,6.12,765,Social Media,2906,347.98,Low,FCFS,Dynamic
3.71,02-01-2024 04:11,02-01-2024 04:11,50.21,7666,3818,5.69,515,Social Media,371,685.52,Low,FCFS,Dynamic
0.01,02-01-2024 04:12,02-01-2024 04:12,41.89,3179,2024,5.79,95,Cloud,3556,137.74,Medium,Round Robin,Dynamic
0.44,02-01-2024 04:13,02-01-2024 04:13,21.71,3385,3195,7.37,720,IoT,4719,803.08,High,Round Robin,Dynamic
4.01,02-01-2024 04:14,02-01-2024 04:14,39.4,3306,2638,4.13,19,Enterprise DB,1743,915.43,Low,Round Robin,Dynamic
4.26,02-01-2024 04:15,02-01-2024 04:15,15.45,1203,1396,3.53,486,Cloud,1113,360.56,High,FCFS,Static
1.72,02-01-2024 04:16,02-01-2024 04:16,12.06,3044,2376,8.6,173,IoT,3161,708.78,High,ASB-Dynamic-CapsNet,Dynamic
4.79,02-01-2024 04:17,02-01-2024 04:17,20.81,6022,102,2.59,33,Enterprise DB,1526,156.72,Low,ASB-Dynamic-CapsNet,Static
1.51,02-01-2024 04:18,02-01-2024 04:18,87.05,2870,3592,2.21,585,Enterprise DB,2967,693.91,Medium,Priority-Based,Static
4.45,02-01-2024 04:19,02-01-2024 04:19,53.96,3781,1853,0.65,321,Cloud,3311,31.24,High,Round Robin,Dynamic
2.11,02-01-2024 04:20,02-01-2024 04:20,87.27,5210,1010,2.5,247,Enterprise DB,2843,159.26,Medium,Priority-Based,Static
2.81,02-01-2024 04:21,02-01-2024 04:21,44.6,828,406,5.43,471,Social Media,3136,712.78,High,FCFS,Static
3.22,02-01-2024 04:22,02-01-2024 04:22,34.95,5991,4331,5.62,471,Social Media,3861,714.73,Medium,FCFS,Dynamic
0.67,02-01-2024 04:23,02-01-2024 04:23,50.49,6079,4115,2.92,866,Enterprise DB,4020,644.75,Low,FCFS,Dynamic
0.19,02-01-2024 04:24,02-01-2024 04:24,45.16,4728,1538,1.19,247,Cloud,3401,482.59,High,Priority-Based,Dynamic
2.13,02-01-2024 04:25,02-01-2024 04:25,18.45,5430,972,7.57,31,Enterprise DB,1008,678.16,High,Round Robin,Dynamic
0.8,02-01-2024 04:26,02-01-2024 04:26,61.27,7294,1241,7.7,189,Cloud,4193,776.06,High,Priority-Based,Static
2.74,02-01-2024 04:27,02-01-2024 04:27,27.28,620,765,9.98,827,Cloud,1632,966.82,Medium,Priority-Based,Dynamic
2.27,02-01-2024 04:28,02-01-2024 04:28,59.57,7249,308,9.05,568,Social Media,3226,889.75,High,FCFS,Static
0.61,02-01-2024 04:29,02-01-2024 04:29,62.02,6071,1051,9.3,800,Social Media,2466,796.59,High,FCFS,Static
3.33,02-01-2024 04:30,02-01-2024 04:30,22.16,1464,1157,8.08,745,IoT,509,697.81,Medium,ASB-Dynamic-CapsNet,Static
0.1,02-01-2024 04:31,02-01-2024 04:31,14.91,4724,4844,6.35,739,Cloud,2344,578.41,Medium,Round Robin,Dynamic
0.63,02-01-2024 04:32,02-01-2024 04:32,72.46,7758,4822,1.72,508,Enterprise DB,2361,129.4,Low,Round Robin,Static
3.5,02-01-2024 04:33,02-01-2024 04:33,46.78,4175,4720,6.41,484,Cloud,1279,173.9,Medium,Round Robin,Static
2.64,02-01-2024 04:34,02-01-2024 04:34,14.65,6194,4108,1.03,758,Social Media,1580,822.08,High,Priority-Based,Dynamic
1.41,02-01-2024 04:35,02-01-2024 04:35,89.59,2576,1968,8.91,725,Cloud,4675,805.28,High,FCFS,Static
0.9,02-01-2024 04:36,02-01-2024 04:36,14.62,7365,4964,5.08,348,IoT,1437,618.31,Low,FCFS,Static
3.21,02-01-2024 04:37,02-01-2024 04:37,65.6,6143,871,7.13,540,Enterprise DB,2847,444.45,Low,ASB-Dynamic-CapsNet,Dynamic
1.03,02-01-2024 04:38,02-01-2024 04:38,88.69,832,4935,1,701,Cloud,1413,35.77,High,Priority-Based,Static
4.92,02-01-2024 04:39,02-01-2024 04:39,29.13,3868,4130,5.58,171,Enterprise DB,4552,333.91,Medium,Round Robin,Static
4.35,02-01-2024 04:40,02-01-2024 04:40,21.38,5749,621,3.36,806,Enterprise DB,502,426.43,High,Priority-Based,Static
0.66,02-01-2024 04:41,02-01-2024 04:41,19.71,1816,3455,3.21,70,Social Media,3954,490.96,Low,FCFS,Dynamic
4.3,02-01-2024 04:42,02-01-2024 04:42,34.26,1696,1500,4.2,94,Cloud,4959,930.03,High,ASB-Dynamic-CapsNet,Static
1.73,02-01-2024 04:43,02-01-2024 04:43,18.08,7587,3838,0.51,556,Enterprise DB,627,117.62,High,Priority-Based,Dynamic
2.45,02-01-2024 04:44,02-01-2024 04:44,65.37,7691,4443,4.93,499,Social Media,3969,523.68,High,FCFS,Dynamic
0.71,02-01-2024 04:45,02-01-2024 04:45,14.98,3670,3823,5.12,14,IoT,3062,374.24,Low,Priority-Based,Dynamic
0.59,02-01-2024 04:46,02-01-2024 04:46,50.75,1929,3347,8.7,85,IoT,3314,990.2,Low,FCFS,Static
4.33,02-01-2024 04:47,02-01-2024 04:47,89.74,855,1958,4.76,262,Cloud,1981,863.25,Low,Priority-Based,Static
3.15,02-01-2024 04:48,02-01-2024 04:48,75.12,4734,4881,3.95,16,Enterprise DB,4292,444.4,Medium,Round Robin,Static
2.3,02-01-2024 04:49,02-01-2024 04:49,59.22,2026,4164,9.95,690,Cloud,4551,999.7,Low,Priority-Based,Static
0.18,02-01-2024 04:50,02-01-2024 04:50,34.5,4397,4781,5.93,651,Enterprise DB,232,518.92,Medium,Priority-Based,Dynamic
4.61,02-01-2024 04:51,02-01-2024 04:51,59.91,5793,2498,4.99,482,Social Media,3227,175.45,Medium,Round Robin,Static
1.88,02-01-2024 04:52,02-01-2024 04:52,52.16,528,242,5.21,147,IoT,285,560.32,Low,Priority-Based,Static
2.08,02-01-2024 04:53,02-01-2024 04:53,44.09,5526,2951,8.19,367,IoT,687,233.94,Medium,FCFS,Dynamic
1.45,02-01-2024 04:54,02-01-2024 04:54,20.46,7139,3569,3.74,821,IoT,3055,639.95,Medium,FCFS,Static
4.46,02-01-2024 04:55,02-01-2024 04:55,80.93,1513,3795,4.2,847,IoT,4324,938.07,High,FCFS,Dynamic
1.72,02-01-2024 04:56,02-01-2024 04:56,45.98,3202,817,7.68,612,Cloud,2529,788.34,Medium,FCFS,Dynamic
0.87,02-01-2024 04:57,02-01-2024 04:57,25.57,1327,742,1.19,172,Enterprise DB,3522,280.43,Medium,FCFS,Dynamic
2.5,02-01-2024 04:58,02-01-2024 04:58,39.42,4946,3540,8.72,327,Cloud,574,303.89,Low,Round Robin,Dynamic
3.91,02-01-2024 04:59,02-01-2024 04:59,43.13,7197,2648,4.59,467,Social Media,2840,78.6,High,Round Robin,Static
1.86,02-01-2024 05:00,02-01-2024 05:00,76.2,2524,3793,6.02,262,IoT,2420,293.01,Medium,Priority-Based,Dynamic
3.26,02-01-2024 05:01,02-01-2024 05:01,68.69,798,469,7.7,210,Enterprise DB,1334,101.7,Medium,FCFS,Dynamic
1.52,02-01-2024 05:02,02-01-2024 05:02,71.54,6339,3750,3.03,541,Cloud,1685,504.45,Medium,Priority-Based,Static
3.6,02-01-2024 05:03,02-01-2024 05:03,10.88,2365,886,8.96,750,Enterprise DB,1773,711.26,Low,FCFS,Dynamic
3.34,02-01-2024 05:04,02-01-2024 05:04,43.29,4516,1049,9.8,684,Cloud,2496,753.67,Low,Priority-Based,Dynamic
3.4,02-01-2024 05:05,02-01-2024 05:05,48.51,5811,621,5.2,174,Enterprise DB,4482,68.93,High,Round Robin,Static
3.23,02-01-2024 05:06,02-01-2024 05:06,11.54,6291,3043,9.4,241,Enterprise DB,4264,346.56,Medium,FCFS,Dynamic
0.78,02-01-2024 05:07,02-01-2024 05:07,30.79,2611,454,0.51,337,IoT,1631,295.29,High,Round Robin,Static
4.44,02-01-2024 05:08,02-01-2024 05:08,70.82,1254,2435,9,247,Cloud,2510,113.26,Low,Priority-Based,Static
2.93,02-01-2024 05:09,02-01-2024 05:09,20.97,1269,1582,3.45,129,Social Media,629,368.85,Medium,Round Robin,Dynamic
1.91,02-01-2024 05:10,02-01-2024 05:10,52.82,4235,1747,3.46,959,Enterprise DB,3991,306.33,Medium,Round Robin,Static
0.86,02-01-2024 05:11,02-01-2024 05:11,27.22,1738,3145,2.67,872,Social Media,245,638.15,High,Round Robin,Dynamic
3.92,02-01-2024 05:12,02-01-2024 05:12,10.97,5429,4731,3.51,904,IoT,382,884.47,Medium,ASB-Dynamic-CapsNet,Static
2.55,02-01-2024 05:13,02-01-2024 05:13,29.3,2713,2315,2.53,890,Social Media,3141,460.29,Low,Priority-Based,Static
0.74,02-01-2024 05:14,02-01-2024 05:14,88.07,2406,4816,9.11,628,Enterprise DB,4768,749.2,High,Priority-Based,Dynamic
4.61,02-01-2024 05:15,02-01-2024 05:15,74.12,7899,527,9.04,259,Enterprise DB,707,154.55,High,FCFS,Dynamic
0.53,02-01-2024 05:16,02-01-2024 05:16,86.77,2064,2637,1.47,345,Enterprise DB,753,896.02,Medium,FCFS,Static
2.62,02-01-2024 05:17,02-01-2024 05:17,49.03,1718,644,1.86,293,Cloud,1499,161.07,Low,FCFS,Dynamic
3.05,02-01-2024 05:18,02-01-2024 05:18,18.78,5101,2864,8.69,207,Social Media,1302,200.18,Medium,Round Robin,Dynamic
4.99,02-01-2024 05:19,02-01-2024 05:19,53.84,1857,3865,4.29,425,Cloud,573,115.4,High,Priority-Based,Dynamic
0.7,02-01-2024 05:20,02-01-2024 05:20,46.35,4339,758,2.11,741,Enterprise DB,2314,316.58,High,Round Robin,Static
3.07,02-01-2024 05:21,02-01-2024 05:21,77.55,7436,2927,5.35,404,Enterprise DB,2472,556.89,Low,Priority-Based,Dynamic
2.38,02-01-2024 05:22,02-01-2024 05:22,17.85,7971,2158,4.46,947,IoT,85,988.11,High,Round Robin,Static
1.29,02-01-2024 05:23,02-01-2024 05:23,49.06,7476,3427,2.58,160,IoT,825,795.43,Low,FCFS,Static
4.71,02-01-2024 05:24,02-01-2024 05:24,22,1960,830,7.35,807,Enterprise DB,77,386.63,Medium,Round Robin,Static
3.95,02-01-2024 05:25,02-01-2024 05:25,35.97,7990,1932,6.5,274,Cloud,135,580.09,Low,ASB-Dynamic-CapsNet,Dynamic
3.89,02-01-2024 05:26,02-01-2024 05:26,68.99,7501,508,1.45,229,Cloud,2285,627.07,Medium,FCFS,Dynamic
4.5,02-01-2024 05:27,02-01-2024 05:27,48.08,4485,4279,9.29,225,Enterprise DB,2402,824.5,Medium,ASB-Dynamic-CapsNet,Dynamic
3.63,02-01-2024 05:28,02-01-2024 05:28,40.07,1916,3347,5.81,324,Social Media,3543,739.09,High,ASB-Dynamic-CapsNet,Dynamic
2.53,02-01-2024 05:29,02-01-2024 05:29,41.56,3353,4902,2.88,677,Cloud,4331,573.6,Medium,FCFS,Dynamic
1.96,02-01-2024 05:30,02-01-2024 05:30,46.76,5768,233,2.46,225,Enterprise DB,4703,672.49,High,ASB-Dynamic-CapsNet,Dynamic
3.52,02-01-2024 05:31,02-01-2024 05:31,72.8,5356,4983,1.79,344,IoT,2606,748.46,Low,ASB-Dynamic-CapsNet,Static
3.01,02-01-2024 05:32,02-01-2024 05:32,81.37,5428,766,4.53,368,Enterprise DB,4362,141.81,Low,Priority-Based,Static
2.71,02-01-2024 05:33,02-01-2024 05:33,86.43,1928,376,1.79,635,Cloud,306,208.45,Medium,Round Robin,Dynamic
2.95,02-01-2024 05:34,02-01-2024 05:34,72.95,4878,3407,4.45,170,Enterprise DB,3856,691.7,Low,ASB-Dynamic-CapsNet,Static
3.28,02-01-2024 05:35,02-01-2024 05:35,35.23,4974,981,1.91,824,Social Media,1497,851.92,Medium,Round Robin,Static
4.84,02-01-2024 05:36,02-01-2024 05:36,65.05,4793,2160,6.74,619,Social Media,4469,415.17,Low,ASB-Dynamic-CapsNet,Static
3.77,02-01-2024 05:37,02-01-2024 05:37,45.01,3562,2182,7.96,520,Cloud,2294,980.09,Medium,FCFS,Dynamic
0.88,02-01-2024 05:38,02-01-2024 05:38,30.37,3571,1337,5.72,927,Enterprise DB,4649,223.91,Medium,FCFS,Static
2.33,02-01-2024 05:39,02-01-2024 05:39,77.27,1055,2552,6.96,166,Social Media,3393,422.53,Low,Priority-Based,Static
3.39,02-01-2024 05:40,02-01-2024 05:40,13.07,855,258,9.41,171,Social Media,743,384.74,Low,FCFS,Static
0.88,02-01-2024 05:41,02-01-2024 05:41,82.14,2063,2696,6.56,51,IoT,2115,930.99,Low,Priority-Based,Dynamic
4.66,02-01-2024 05:42,02-01-2024 05:42,46.92,4000,3915,3.96,189,Cloud,3650,292.52,Low,FCFS,Static
0.39,02-01-2024 05:43,02-01-2024 05:43,60.98,1540,4474,4.77,312,IoT,4270,476.08,Medium,Round Robin,Dynamic
3.05,02-01-2024 05:44,02-01-2024 05:44,62.75,3186,2626,8.67,339,IoT,532,195.36,Medium,ASB-Dynamic-CapsNet,Dynamic
4.88,02-01-2024 05:45,02-01-2024 05:45,81.61,4974,210,1.74,572,Social Media,3715,526.05,Low,ASB-Dynamic-CapsNet,Dynamic
3.64,02-01-2024 05:46,02-01-2024 05:46,60.93,5275,641,3.59,773,Enterprise DB,3125,858.83,Low,Priority-Based,Dynamic
3.39,02-01-2024 05:47,02-01-2024 05:47,59.11,3053,1238,5.98,438,IoT,2724,311,High,FCFS,Static
4.99,02-01-2024 05:48,02-01-2024 05:48,15.33,2279,3383,6.93,359,Cloud,2448,812.68,Medium,Round Robin,Static
3.96,02-01-2024 05:49,02-01-2024 05:49,51.47,5494,3710,7.75,129,Cloud,400,912.2,Medium,Round Robin,Static
4.85,02-01-2024 05:50,02-01-2024 05:50,22.01,575,4555,3.52,84,Enterprise DB,698,82.23,Low,FCFS,Static
3.49,02-01-2024 05:51,02-01-2024 05:51,68.99,4826,3657,1.89,683,Cloud,3920,758.86,High,ASB-Dynamic-CapsNet,Static
3.33,02-01-2024 05:52,02-01-2024 05:52,50.98,6335,2519,9.57,670,IoT,277,262.79,Low,FCFS,Static
3.81,02-01-2024 05:53,02-01-2024 05:53,64.42,5557,1856,1.23,132,Enterprise DB,2113,183.57,Medium,ASB-Dynamic-CapsNet,Static
0.94,02-01-2024 05:54,02-01-2024 05:54,13.33,3819,3186,1.41,662,Cloud,474,605.11,Medium,FCFS,Static
4.03,02-01-2024 05:55,02-01-2024 05:55,16.78,2849,2406,5.2,191,Cloud,2561,708.55,High,ASB-Dynamic-CapsNet,Dynamic
4.85,02-01-2024 05:56,02-01-2024 05:56,67.31,3273,1075,8.28,930,IoT,4869,400.81,Low,Priority-Based,Dynamic
3.06,02-01-2024 05:57,02-01-2024 05:57,15.77,2762,822,7.86,899,IoT,1871,48.78,High,Round Robin,Static
0.06,02-01-2024 05:58,02-01-2024 05:58,15.7,3729,2670,9.41,798,IoT,4939,909.62,Low,FCFS,Dynamic
0.36,02-01-2024 05:59,02-01-2024 05:59,10.97,2616,424,1.85,266,IoT,4322,733.44,High,ASB-Dynamic-CapsNet,Dynamic
1.17,02-01-2024 06:00,02-01-2024 06:00,86.52,892,1629,4.07,963,Enterprise DB,2640,278.95,Low,ASB-Dynamic-CapsNet,Dynamic
2.46,02-01-2024 06:01,02-01-2024 06:01,69,1608,2045,3.18,846,Enterprise DB,2606,501.9,Low,ASB-Dynamic-CapsNet,Static
2.07,02-01-2024 06:02,02-01-2024 06:02,38.26,4862,4586,8.68,766,Enterprise DB,1635,37.51,Low,Priority-Based,Dynamic
4.9,02-01-2024 06:03,02-01-2024 06:03,33.72,5688,2530,5.14,607,Social Media,1728,345.89,Medium,ASB-Dynamic-CapsNet,Dynamic
4.73,02-01-2024 06:04,02-01-2024 06:04,37.98,1110,4211,0.76,592,IoT,4709,527.31,Low,Round Robin,Static
1.96,02-01-2024 06:05,02-01-2024 06:05,71.97,5966,3610,7.23,278,IoT,2330,522.05,Medium,Priority-Based,Static
3.97,02-01-2024 06:06,02-01-2024 06:06,62.91,5604,945,4.19,502,Enterprise DB,3799,216.1,High,ASB-Dynamic-CapsNet,Static
3.18,02-01-2024 06:07,02-01-2024 06:07,24.82,5557,667,5.55,189,Cloud,2588,778.98,Low,Round Robin,Dynamic
1.22,02-01-2024 06:08,02-01-2024 06:08,23.93,3275,3788,8.99,800,Cloud,1066,305.87,Medium,ASB-Dynamic-CapsNet,Dynamic
4.66,02-01-2024 06:09,02-01-2024 06:09,17.87,4498,2279,2.94,158,IoT,493,584.61,High,Round Robin,Static
1.3,02-01-2024 06:10,02-01-2024 06:10,62.82,1172,2119,2.78,527,IoT,2117,278.81,Low,Round Robin,Static
4.35,02-01-2024 06:11,02-01-2024 06:11,71.15,7066,3419,3,157,Enterprise DB,3732,430.92,High,ASB-Dynamic-CapsNet,Static
3.19,02-01-2024 06:12,02-01-2024 06:12,31.2,4177,2420,3.71,853,IoT,3848,215.44,Medium,Round Robin,Static
3.11,02-01-2024 06:13,02-01-2024 06:13,11.68,7841,1746,1.52,689,Cloud,3677,636.68,Medium,FCFS,Static
4.19,02-01-2024 06:14,02-01-2024 06:14,16.57,6296,4103,7.12,18,Cloud,160,431.33,Low,ASB-Dynamic-CapsNet,Dynamic
2.47,02-01-2024 06:15,02-01-2024 06:15,87.43,6758,4009,2.47,187,IoT,2584,25.96,Medium,FCFS,Static
4.27,02-01-2024 06:16,02-01-2024 06:16,33.64,6863,3520,9.3,805,Enterprise DB,138,37.88,Medium,Round Robin,Dynamic
2.75,02-01-2024 06:17,02-01-2024 06:17,71.54,530,2631,2.55,404,Enterprise DB,3440,476.42,High,Priority-Based,Static
4.92,02-01-2024 06:18,02-01-2024 06:18,59.97,5962,456,2.93,637,Cloud,1991,191.39,Low,Priority-Based,Dynamic
3.3,02-01-2024 06:19,02-01-2024 06:19,40.56,1900,3181,3.32,617,Enterprise DB,3360,589.19,Low,Round Robin,Dynamic
1.87,02-01-2024 06:20,02-01-2024 06:20,26.45,5749,2380,7.8,340,Cloud,121,414.11,Low,FCFS,Static
3.82,02-01-2024 06:21,02-01-2024 06:21,19.71,4571,4231,4.56,865,IoT,871,657.88,High,ASB-Dynamic-CapsNet,Dynamic
2.55,02-01-2024 06:22,02-01-2024 06:22,59.2,1116,2560,8.28,65,Cloud,3520,952.87,Medium,Priority-Based,Dynamic
4.03,02-01-2024 06:23,02-01-2024 06:23,71.97,5134,2887,7.96,216,IoT,865,533.45,Low,FCFS,Static
4.17,02-01-2024 06:24,02-01-2024 06:24,61.51,3286,4309,9.33,114,Enterprise DB,453,789.5,Low,Priority-Based,Dynamic
3.08,02-01-2024 06:25,02-01-2024 06:25,52.42,7669,1297,7.69,556,Social Media,1748,755.51,High,Priority-Based,Dynamic
4.36,02-01-2024 06:26,02-01-2024 06:26,13.36,1370,1378,0.99,730,Social Media,4396,922.57,High,Round Robin,Dynamic
2.02,02-01-2024 06:27,02-01-2024 06:27,87.48,4696,565,8.45,802,Social Media,2966,221.88,Low,ASB-Dynamic-CapsNet,Static
0.29,02-01-2024 06:28,02-01-2024 06:28,73.9,4104,4100,9.41,890,Cloud,2092,829.05,Low,FCFS,Static
3.31,02-01-2024 06:29,02-01-2024 06:29,33.43,7725,3448,9.94,364,Social Media,2003,906.47,High,FCFS,Dynamic
3.82,02-01-2024 06:30,02-01-2024 06:30,88.4,1912,1587,1.69,668,Cloud,3343,398.84,High,ASB-Dynamic-CapsNet,Dynamic
0.36,02-01-2024 06:31,02-01-2024 06:31,58.15,3239,4697,6.33,498,Enterprise DB,3752,320.68,High,FCFS,Static
3.85,02-01-2024 06:32,02-01-2024 06:32,56.59,1440,4636,2.39,808,IoT,3303,952.52,High,Priority-Based,Static
3.2,02-01-2024 06:33,02-01-2024 06:33,69.85,840,425,2.99,602,Social Media,3851,631.36,Medium,ASB-Dynamic-CapsNet,Dynamic
0.58,02-01-2024 06:34,02-01-2024 06:34,74.94,3408,1865,7.58,512,Cloud,305,386.87,Medium,Priority-Based,Dynamic
2.7,02-01-2024 06:35,02-01-2024 06:35,62.52,5639,4262,9.79,59,Enterprise DB,1981,793.91,Low,Priority-Based,Dynamic
0.54,02-01-2024 06:36,02-01-2024 06:36,20.25,7922,403,6.15,96,Enterprise DB,1161,311.43,Medium,Priority-Based,Static
1.61,02-01-2024 06:37,02-01-2024 06:37,37.06,7984,4679,8.58,712,Social Media,922,184.64,High,ASB-Dynamic-CapsNet,Dynamic
4.02,02-01-2024 06:38,02-01-2024 06:38,84.25,4633,1540,0.58,312,Enterprise DB,4637,548.53,Low,FCFS,Dynamic
0.5,02-01-2024 06:39,02-01-2024 06:39,27.97,1159,248,0.85,10,Enterprise DB,1611,570.55,High,Priority-Based,Dynamic
2.3,02-01-2024 06:40,02-01-2024 06:40,39.77,2533,3134,6.17,390,Enterprise DB,4778,827.49,Medium,ASB-Dynamic-CapsNet,Static
3.03,02-01-2024 06:41,02-01-2024 06:41,44.57,2060,2731,4.2,963,Cloud,4507,462.46,High,ASB-Dynamic-CapsNet,Dynamic
4.7,02-01-2024 06:42,02-01-2024 06:42,45.15,3957,195,8.95,659,Enterprise DB,943,816.44,Low,Round Robin,Dynamic
3.69,02-01-2024 06:43,02-01-2024 06:43,59.04,2156,3555,3.37,657,Enterprise DB,2734,318.21,Medium,Round Robin,Dynamic
0.7,02-01-2024 06:44,02-01-2024 06:44,85.45,3475,4477,4.6,371,Enterprise DB,1296,579.61,Low,Round Robin,Static
4.84,02-01-2024 06:45,02-01-2024 06:45,29.26,1549,2469,5.52,390,Enterprise DB,796,216.39,Medium,FCFS,Dynamic
2.39,02-01-2024 06:46,02-01-2024 06:46,19.72,953,3567,3.09,675,Enterprise DB,4103,391.59,High,FCFS,Dynamic
1.85,02-01-2024 06:47,02-01-2024 06:47,25.8,2204,628,9.13,171,Cloud,4135,858.96,Low,FCFS,Static
0.64,02-01-2024 06:48,02-01-2024 06:48,80.95,5942,2410,4.91,28,Enterprise DB,1056,223.83,Medium,FCFS,Dynamic
4.67,02-01-2024 06:49,02-01-2024 06:49,61.66,3284,4775,4.53,983,Enterprise DB,2790,812.14,Medium,Priority-Based,Static
2.93,02-01-2024 06:50,02-01-2024 06:50,32.87,1318,1763,8.57,849,IoT,4360,290.04,Medium,ASB-Dynamic-CapsNet,Static
4.94,02-01-2024 06:51,02-01-2024 06:51,75.28,5368,3464,3.46,252,Enterprise DB,4372,44.14,Medium,ASB-Dynamic-CapsNet,Static
0.87,02-01-2024 06:52,02-01-2024 06:52,78.91,512,2441,8.27,138,Enterprise DB,940,118.84,High,Round Robin,Static
2.73,02-01-2024 06:53,02-01-2024 06:53,77.72,7558,792,1.66,185,Cloud,2541,748.42,High,ASB-Dynamic-CapsNet,Static
0.55,02-01-2024 06:54,02-01-2024 06:54,83.51,4479,4430,2.24,418,Enterprise DB,2926,269.45,Medium,FCFS,Static
2.62,02-01-2024 06:55,02-01-2024 06:55,30.18,1420,1051,9.53,801,Cloud,1681,657.6,High,ASB-Dynamic-CapsNet,Dynamic
4.45,02-01-2024 06:56,02-01-2024 06:56,70.4,5420,1460,8.5,952,Social Media,3753,702.21,High,Priority-Based,Static
0.55,02-01-2024 06:57,02-01-2024 06:57,46.84,2918,638,4.19,93,Enterprise DB,2076,351.67,Medium,Priority-Based,Dynamic
1.35,02-01-2024 06:58,02-01-2024 06:58,77.36,1814,919,6.57,385,IoT,4157,480.17,High,Round Robin,Static
3.41,02-01-2024 06:59,02-01-2024 06:59,68.28,6975,3262,9.46,231,Cloud,3372,409.73,Low,FCFS,Dynamic
0.38,02-01-2024 07:00,02-01-2024 07:00,72.12,4177,4025,2.51,334,Social Media,791,947.88,Low,ASB-Dynamic-CapsNet,Dynamic
2.27,02-01-2024 07:01,02-01-2024 07:01,62.49,6904,371,1.06,460,IoT,3058,326.75,High,Round Robin,Static
1.67,02-01-2024 07:02,02-01-2024 07:02,24.19,2517,1128,5.61,425,Cloud,2026,191.49,Medium,ASB-Dynamic-CapsNet,Dynamic
4.19,02-01-2024 07:03,02-01-2024 07:03,53.6,1728,3765,1.85,666,Social Media,3712,371.94,Low,Round Robin,Dynamic
0.25,02-01-2024 07:04,02-01-2024 07:04,88.77,5292,1342,2.28,454,IoT,3850,672.82,High,Round Robin,Static
4.32,02-01-2024 07:05,02-01-2024 07:05,84.99,7330,1241,8.97,627,Enterprise DB,3621,700.39,High,Priority-Based,Dynamic
3.52,02-01-2024 07:06,02-01-2024 07:06,13.45,5545,692,0.57,334,IoT,2961,924.82,Medium,Priority-Based,Dynamic
1.49,02-01-2024 07:07,02-01-2024 07:07,23.19,2934,1705,8.26,532,IoT,3134,882.94,Medium,Priority-Based,Static
0.99,02-01-2024 07:08,02-01-2024 07:08,20.54,3368,4310,5.41,175,IoT,823,295.44,High,Round Robin,Dynamic
4.75,02-01-2024 07:09,02-01-2024 07:09,68.08,3015,3477,5.81,717,Cloud,2194,460.61,Medium,Priority-Based,Dynamic
2.77,02-01-2024 07:10,02-01-2024 07:10,75.42,1938,4171,6.88,752,Enterprise DB,1042,749.8,Low,Priority-Based,Static
1.72,02-01-2024 07:11,02-01-2024 07:11,27.08,4664,4402,4.6,668,Enterprise DB,1888,917.37,Low,FCFS,Dynamic
0.22,02-01-2024 07:12,02-01-2024 07:12,50.47,4043,3794,1.6,880,Cloud,3863,343.79,High,ASB-Dynamic-CapsNet,Dynamic
0.83,02-01-2024 07:13,02-01-2024 07:13,77.26,3675,2450,1.48,247,IoT,4957,450,High,ASB-Dynamic-CapsNet,Static
2.99,02-01-2024 07:14,02-01-2024 07:14,68.62,2281,4307,7.67,992,Enterprise DB,3371,900.48,Medium,FCFS,Dynamic
2.57,02-01-2024 07:15,02-01-2024 07:15,53.38,7828,1540,2.6,922,IoT,3892,364.9,Low,FCFS,Static
